"题目","朝代","作者","内容"
"乌夜啼 其四","隋","无名氏","可怜乌臼鸟，强言知天曙。无故三更啼，欢子冒暗去。"
"乌夜啼 其五","隋","无名氏","乌生如欲飞，飞飞各自去。生离无安心，夜啼至天曙。"
"乌夜啼 其六","隋","无名氏","笼窗窗不开，荡户户不动。欢下葳蕤龠，交侬那得往。"
"乌夜啼 其七","隋","无名氏","远望千里烟，隐当在欢家。欲飞无两翅，当奈独思何。"
"乌夜啼 其八","隋","无名氏","巴陵三江口，芦荻齐如麻。执手与欢别，痛切当奈何。"
"襄阳乐 其二","隋","无名氏","上水郎担篙，下水摇双橹。四角龙子幡，环环江当柱。"
"襄阳乐 其三","隋","无名氏","江陵三千三，西塞陌中央。但问相随否，何计道里长。"
"襄阳乐 其四","隋","无名氏","人言襄阳乐，乐作非侬处。乘星冒风流，还侬扬州去。"
"襄阳乐 其五","隋","无名氏","烂漫女萝草，结曲绕长松。三春虽同色，岁寒非处侬。"
"襄阳乐 其六","隋","无名氏","扬州蒲锻环，百钱两三丛。不能买将还，空手揽抱侬。"
"襄阳乐 其八","隋","无名氏","恶见多情欢，罢侬不相语。莫作乌集林，忽如提侬去。"
"寿阳乐 其一","隋","无名氏","可怜八公山。在寿阳。别后莫相忘。"
"寿阳乐 其二","隋","无名氏","东台百馀尺。凌风云。别后不忘君。"
"寿阳乐 其三","隋","无名氏","梁长曲水流。明如镜。双林与郎照。"
"寿阳乐 其四","隋","无名氏","辞家远行去。空为君。明知岁月驶。"
"寿阳乐 其五","隋","无名氏","笼窗取凉风。弹素琴。一叹复一吟。"
"寿阳乐 其六","隋","无名氏","夜相思。望不来。人乐我独愁。"
"寿阳乐 其七","隋","无名氏","长淮何烂漫。路悠悠。得当乐忘忧。"
"寿阳乐 其八","隋","无名氏","上我长濑桥。望归路。秋风停欲度。"
"寿阳乐 其九","隋","无名氏","衔泪出伤门。寿阳去。必还当几载。"
"西乌夜飞 其二","隋","无名氏","暂请半日给，徙倚娘店前。目作宴瑱饱，腹作宛恼饥。"
"西乌夜飞 其三","隋","无名氏","我昨忆欢时，揽刀持自刺。自刺分应死，刀作杂楼僻。"
"西乌夜飞 其五","隋","无名氏","感郎崎岖情，不复自顾虑。臂绳双入结，遂成同心去。"
"宋宗庙登歌八首 其一 北平府君歌","隋","无名氏","绵绵遐绪，明昭载融。汉德未远，尧有遗风。于穆皇祖，永世克隆。本支惟庆，贻厥靡穷。"
"宋宗庙登歌八首 其二 相国掾府君歌","隋","无名氏","乃立清庙，清庙肃肃。乃备礼容，礼容穆穆。显允皇祖，昭是嗣服。锡兹繁祉，聿怀多福。"
"宋宗庙登歌八首 其三 开封府君歌","隋","无名氏","四县既序，箫管既举。堂献六瑚，庭万八羽。先王有典，克禋皇祖。不显洪烈，永介休祜。"
"宋宗庙登歌八首 其四 武原府君歌","隋","无名氏","钟鼓喤喤，威仪将将。温恭礼乐，致享曾皇。迈德垂仁，系轨重光。天命纯嘏，惠我无疆。"
"宋宗庙登歌八首 其五 东安府君歌","隋","无名氏","铄矣皇祖，帝度其心。永言配命，播兹徽音。思我茂猷，如玉如金。骏奔在陛，是鉴是歆。"
"宋宗庙登歌八首 其六 孝皇帝歌","隋","无名氏","烝哉孝皇，齐圣广渊。发祥诞庆，景祚自天。德敷金石，道被管弦。有命既集，徽风永宣。"
"宋宗庙登歌八首 其七 高祖武皇帝歌","隋","无名氏","惟天有命，眷求上哲。赫矣圣武，抚运桓扰。功并敷土，道均汝坟。止戈曰武，经纬称文。鸟龙失纪，云火代名。受终改物，作我宋京。至道惟王，大业有劭。降德兆民，升歌清庙。"
"宋宗庙登歌八首 其八 七庙享神歌","隋","无名氏","奕奕寝庙，奉璋在庭。笙龠既列，牺象既盈。黍稷匪芳，明祀惟馨。乐具礼充，洁羞荐诚。神之格思，介以休祯。济济群辟，永观厥成。"
"宋泰始歌舞曲十二首 其二 圣祖颂","隋","无名氏","圣祖惟高德，积勋代晋历。永建享鸿基，万古盛音册。睿文缵宸驭，广运崇帝声。衍德被仁祉，留化洽民灵。孝建缔孝业，允协天人谋。宇内齐政轨，宙表烛威流。钟管腾列圣，彝铭贲重猷。"
"宋泰始歌舞曲十二首 其三 明君大雅","隋","无名氏","明君应乾数，扰乱绍颓基。民庆来苏日，国颂薰风诗。天步或暂艰，列蕃扇迷慝。庙胜敷九代，神谟洞七德。文教洗昏俗，武谊清祲埏。英勋冠帝则，万寿永齐天。"
"宋泰始歌舞曲十二首 其五 天符颂","隋","无名氏","天符革运，世诞英皇。在馆神炫，既壮龙骧。六钟集表，四纬骈光。于穆配天，永休厥祥。"
"宋泰始歌舞曲十二首 其六 明德颂","隋","无名氏","明德孚教，幽苻丽纪。山鼎见奇，醴液涵祉。鹓雏耀仪，驺虞游趾。福延亿祚，庆流万祀。"
"宋泰始歌舞曲十二首 其七 帝图颂","隋","无名氏","帝图凝远，瑞美昭宣。济流月镜，鹿毳霜鲜。甘露降和，花雪表年。孝德载衍，芳风永传。"
"宋泰始歌舞曲十二首 其八 龙跃大雅","隋","无名氏","龙跃戎府，玉耀蕃宫。岁淹豫野，玺属嫔中。江波澈映，石柏开文。观毓花蕊，楼凝景云。白乌三获，甘液再呈。嘉穟表沃，连理协成。德充动物，道积通神。宋业允大，灵瑞方臻。"
"宋泰始歌舞曲十二首 其九 淮祥风","隋","无名氏","淮祥应。贤彦生。翼赞中兴致太平。"
"宋泰始歌舞曲十二首 其十 宋世大雅","隋","无名氏","宋世宁，在泰始。醉酒欢，饱德喜。万国朝，上寿酒。帝同天，惟长久。"
"宋泰始歌舞曲十二首 其十二 白纻篇大雅","隋","无名氏","在心曰志发言诗，声成于文被管丝。手舞足蹈欣泰时，移风易俗王化基。琴角挥韵白云舒，箫韶协音神凤来。拊击和节咏在初，章曲乍毕情有馀。文同轨一道德行，国靖民和礼乐成。四县庭响美勋英，八列陛唱贵人声。舞饰丽华乐容工，罗裳映日袂随风。金翠列辉蕙麝丰，淑姿秀体允帝衷。"
"宋凤凰衔书伎辞","隋","无名氏","大宋兴隆膺灵符。凤鸟感和衔素书。嘉乐之美通玄虚。惟新济济迈唐虞。巍巍荡荡道有馀。"
"青溪小姑歌二首 其一","隋","无名氏","日暮风吹，叶落依枝。丹心寸意，愁君未知。"
"青溪小姑歌二首 其二","隋","无名氏","歌阕夜已久，繁霜侵晓幕。何意空相守，坐待繁霜落。"
"郭长生吹笛歌","隋","无名氏","闲夜寂已清，长笛亮且鸣。若欲知我者，姓郭名长生。"
"聂包鬼歌","隋","无名氏","花盈盈。正间行。当归不闻死复生。"
"陵欣歌","隋","无名氏","生时世上人，死作狱中鬼。不得还坟墓，灰没有馀罪。"
"鬼谣歌","隋","无名氏","死树今更青，吴平寻当归。适闻杀此树，已复有光辉。"
"鬼歌","隋","无名氏","坐侬孔雀楼，遥闻凤凰鼓。下我邹头山，仿佛见梁鲁。"
"犬妖歌","隋","无名氏","言我不能歌，听我歌梅花。今年故复可，柰汝明年何。"
"鹤吟","隋","无名氏","畴昔聆好音，日月心延伫。如何遇良人，中怀邈无绪。"
"永明初歌","隋","无名氏","白马向城啼，欲得城边草。"
"百姓为东昏侯歌","隋","无名氏","阅武堂。种杨柳。至尊屠肉。藩妃酤酒。"
"沈麟士引童谣","隋","无名氏","金鹅鸣。沈氏兴。代代出公卿。"
"张敬儿自为歌谣","隋","无名氏","天子在何处，宅在赤谷口。天子是阿谁，非猪如是狗。"
"永明中虏中童谣","隋","无名氏","黑水流北。赤火入齐。"
"永明中魏地童谣","隋","无名氏","赤火南流丧南国。"
"永元元年童谣","隋","无名氏","洋洋千里流，流翣东城头。乌马乌皮裤，三更相告诉。脚跛不得起，误杀老姥子。"
"永元中童谣","隋","无名氏","野猪虽嗃嗃，马子空闾渠。不知龙与虎，饮食江南墟。七九六十三，广莫人无馀。乌集传舍头，今汝得宽休。但看三八后，摧折景阳楼。"
"山阴谣","隋","无名氏","二傅沈刘。不如一丘。"
"东昏侯时宫中谣","隋","无名氏","赵鬼食鸭肃刂。诸鬼尽著调。"
"时人为桓康语","隋","无名氏","欲侜张。问桓康。"
"荀伯玉闻青衣小儿语","隋","无名氏","草中肃。九五相追逐。"
"时人为荀伯玉语","隋","无名氏","十敕五令。不如荀伯玉命。"
"时人为萧晃语","隋","无名氏","焕焕萧四伞。"
"时人为刘绘语","隋","无名氏","刘绘贴宅，别开一门。"
"时人为张周刘三姓语","隋","无名氏","三人共宅夹清漳。张南周北刘中央。"
"时人为沈麟士语","隋","无名氏","吴差山中有贤士。开门教授居成市。"
"南州为江革语","隋","无名氏","故人不道智，新人佞散骑。莫知度不度，新人不如故。"
"都下民语","隋","无名氏","欲求贵职依刀敕。须得富豪事御力。"
"共戏乐 其一","隋","无名氏","齐世方昌书轨同。万宇献乐列国风。"
"共戏乐 其二","隋","无名氏","时泰民康人物盛。腰鼓铃柈各相竞。"
"共戏乐 其三","隋","无名氏","长袖翩翩若鸿惊。纤腰袅袅会人情。"
"共戏乐 其四","隋","无名氏","观风采乐德化昌。圣皇万寿乐未央。"
"杨叛儿 其一","隋","无名氏","截玉作手钩，七宝光平天。绣沓织成带，严帐信可怜。"
"杨叛儿 其三","隋","无名氏","送郎乘艇子，不作遭风虑。横篙掷去桨，愿倒逐流去。"
"杨叛儿 其四","隋","无名氏","七宝珠络鼓，教郎拍复拍。黄牛细犊儿，杨柳映松柏。"
"杨叛儿 其五","隋","无名氏","欢欲见莲时，移湖安屋里。芙蓉绕床生，眠卧抱莲子。"
"杨叛儿 其六","隋","无名氏","闻欢远行去。送欢至新亭。津逻无侬名。"
"杨叛儿 其七","隋","无名氏","落秦中庭生，诚知非好草。龙头相钩连，见枝如欲绕。"
"杨叛儿 其八","隋","无名氏","杨叛西随曲，柳花经东阴。风流随远近，飘扬闷侬心。"
"乐辞","隋","无名氏","绣幕围香风。耳节朱丝桐。不知理何事。浅立经营中。爱惜加穷裤。防闲托守宫。今日牛羊上丘陇。当年近前面发红。"
"齐南郊光章十三首 其一 肃咸乐谢超宗","隋","无名氏","夤承宝命，严恭帝绪。奄受敷锡，升中拓宇。亘地称皇，罄天作主。月域来宾，日际奉土。开元首正，礼交乐举。六典联事，九官列序。"
"齐南郊光章十三首 其二 引牲乐","隋","无名氏","皇乎敬矣，恭事上灵。昭教国祀，肃肃明明。有牲有涤，有洁在俎。以荐王衷，以答神祜。陟配在京，降德在民。奔精望夜，高燎伫晨。"
"齐南郊光章十三首 其三 嘉荐乐","隋","无名氏","我恭我享，惟孟之春。以孝以敬，立我烝民。青坛奄霭，翠幕端凝。嘉俎重荐，兼籍再升。设业设虡，展容玉庭。肇禋配祀，克对上灵。"
"齐南郊光章十三首 其四 昭夏乐","隋","无名氏","惟圣飨帝，惟孝飨亲。礼行宗祀，敬达郊禋。金枝中树，广乐四陈。月御案节，星驱扶轮。遥光远驾，曜曜振振。告成大报，受厘元神。"
"齐南郊光章十三首 其五 永至乐","隋","无名氏","紫坛望灵，翠幕伫神。率天奉贽，罄地来宾。神贶并介，泯祗合祉。恭昭鉴享，肃光孝祀。威蔼四灵，洞曜三光。皇德全被，大礼流昌。"
"齐南郊光章十三首 其六 登歌","隋","无名氏","报惟事天，祭实尊灵。史正嘉兆，神宅崇祯。五畤昭鬯，六宗彝序。介丘望尘，皇轩肃举。"
"齐南郊光章十三首 其八 武德宣烈乐","隋","无名氏","功烛上宙，德耀中天。风移九域，礼饰八埏。四灵晨炳，五纬宵明。膺历缔运，道茂前声。"
"齐南郊光章十三首 其九 高德宣烈乐王俭","隋","无名氏","飨帝严亲，则天光大。舄奕前古，荣镜无外。日月宣华，卿云流霭。五汉同休，六幽咸泰。"
"齐南郊光章十三首 其十 嘉胙乐谢超宗","隋","无名氏","鬯嘉礼。承休锡。盛德符景纬。昌华应帝策。圣蔼耀昌基。融祉晖世历。声正涵月轨。书文同日迹。宝瑞昭神图。灵贶流瑞液。我皇崇晖祚。重芬冠往籍。"
"齐南郊光章十三首 其十一 昭夏乐","隋","无名氏","荐飨洽，礼乐该。神娱展，辰旆回。洞云路，拂璇阶。紫雰蔼，青霄开。眷皇都，顾玉台。留昌德，结圣怀。"
"齐南郊光章十三首 其十二 昭远乐","隋","无名氏","天以德降，地以礼报。牲尊俯陈，柴币仰燎。事展司采，敬达瑄芗。烟贽青昊，震飏紫场。陈馨示策，肃志宗禋。礼非物备，福唯诚陈。"
"齐南郊光章十三首 其十三 休成乐","隋","无名氏","昭事上祀，飨荐具陈。回銮转翠，拂景翔宸。缀县敷畅，钟石昭融。羽炫深晷，龠曀行风。肆序辍度，肃礼停文。四金耸卫，六驭齐轮。"
"齐北郊乐歌六首 其一 昭夏乐谢超宗","隋","无名氏","诏礼崇营，敬飨玄畤。灵正丹帷，月肃紫墀。展荐登华，风县凝锵。神惟戾止，郁葆遥庄。昭望岁芬，环游辰太。穆哉尚礼，横光秉蔼。"
"齐北郊乐歌六首 其二 登歌","隋","无名氏","伫灵敬享，禋肃彝文。县动声仪，荐絜牲芬。阴祇以贶，昭祀式庆。九服熙度，六农祥正。"
"齐北郊乐歌六首 其三 地德凯容乐","隋","无名氏","缮方丘，端国阴。掩圭晷，仰灵心。诏源委，遍丘林。礼献物，乐荐音。"
"齐北郊乐歌六首 其四 昭德凯容乐","隋","无名氏","庆图浚邈，蕴祥秘瑶。伣天炳月，嫔光紫霄。邦化灵懋，阃则风调。俪德方仪，徽载以昭。"
"齐北郊乐歌六首 其五 昭夏乐","隋","无名氏","荐神升，享序楙。淹玉俎，停金奏。宝旆转，旒驾旋。溢素景，郁紫躔。灵心顾，留宸眷。洽外瀛，瑞中县。"
"齐北郊乐歌六首 其六 隶幽乐","隋","无名氏","后皇嘉庆，定祗玄畤。承帝休图，祗敷灵祉。篚幂周序，轩朱凝会。牲币芬坛，精明伫盖。调川瑞昌，警岳祥泰。"
